customernumber	date	salutation	title	domain	datecreated	newsletter	model	paymenttype	deliverytype	invoicepostcode	delivpostcode	voucher	advertisingdatacode	case	numberitems	gift	entry	points	shippingcosts	deliverydatepromised	deliverydaterea	weight	remi	cancel	used	w0	w1	w2	w3	w4	w5	w6	w7	w8	w9	w10	target90
53442	238	0	0	11	238	0	2	2	0	59	$null$	0		3	2	0	1	0	0	238	238	627	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
26198	149	1	0	1	149	1	2	1	1	45	$null$	0		2	1	0	1	0	0	149	149	470	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
39528	271	1	0	4	271	0	3	1	1	78	$null$	0		1	1	0	1	0	0	271	271	368	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
38280	243	1	0	12	243	1	1	3	0	86	$null$	0		2	1	0	0	0	0	243	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
11002	203	1	0	8	203	0	1	2	0	67	$null$	1		1	1	0	0	0	0	203	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
4036	164	0	0	12	164	0	1	2	0	76	$null$	0	AW	3	1	0	0	0	0	164	164	878	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
408	349	0	0	4	349	1	1	0	0	84	$null$	0		4	3	0	0	0	0	349	349	1000	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
45239	212	0	0	12	212	0	3	1	1	10	$null$	0		5	7	0	1	0	0	212	212	3268	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0
2192	167	1	0	8	167	0	1	3	0	40	40	0		3	1	0	0	0	0	167	167	252	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
50791	354	0	0	4	354	0	1	3	0	17	$null$	0	BQ	4	3	0	0	0	0	354	354	500	1	0	0	0	0	0	0	1	0	0	1	0	1	0	1
672	244	0	0	5	244	0	2	1	1	52	$null$	0		2	1	0	1	0	0	244	244	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
22495	330	0	0	8	330	0	1	0	0	22	$null$	0		4	2	0	0	0	0	330	330	677	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
26191	295	1	0	12	295	0	2	1	1	47	$null$	0		3	1	0	1	0	0	295	295	516	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
13863	257	1	0	4	257	0	1	0	0	58	$null$	0		1	1	0	0	0	0	257	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
31009	92	0	0	9	92	0	2	3	0	45	$null$	1		1	3	0	1	0	0	92	92	335	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1
39162	349	2	0	12	349	0	3	0	0	30	$null$	0	AQ	4	2	0	0	0	0	349	349	234	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
8187	316	1	0	5	316	0	3	2	0	83	$null$	0		2	1	0	1	0	1	316	316	360	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
5857	178	0	0	12	178	0	1	0	0	31	$null$	0		3	1	0	0	0	0	178	178	658	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
16789	300	0	0	12	300	0	3	0	0	21	$null$	0		3	2	0	1	0	0	300	300	839	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
26767	357	0	0	5	357	0	3	1	1	71	$null$	0		4	1	0	1	0	0	357	357	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
58571	91	1	0	4	91	0	1	3	0	61	$null$	0	BQ	2	1	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
39876	166	0	0	4	166	0	1	0	0	76	$null$	1	AH	1	1	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
17066	140	1	0	12	140	1	3	3	0	34	$null$	0		1	1	0	1	0	0	140	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
64012	224	0	0	9	224	0	1	3	0	49	$null$	0		1	1	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
50742	197	1	0	12	197	0	1	0	0	27	$null$	1	AP	1	1	0	0	0	0	197	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
49610	325	2	0	12	325	0	1	0	0	60	$null$	0		4	1	0	0	0	0	325	325	851	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
17928	171	0	0	9	171	0	3	1	1	57	$null$	0		2	1	0	1	0	0	171	171	147	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
35634	343	2	0	12	343	0	1	0	0	41	$null$	0		3	1	0	0	0	0	343	343	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
45847	142	0	0	12	142	0	2	0	0	32	$null$	1		1	5	0	1	0	0	142	142	1197	0	0	0	2	2	0	0	0	0	0	0	0	1	0	0
8993	119	1	0	4	119	0	1	2	0	33	$null$	0		3	1	0	0	0	0	119	119	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
14456	321	0	0	12	321	0	2	0	0	40	$null$	1		1	2	0	1	0	0	321	321	1314	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
34124	324	0	0	9	324	0	1	2	0	54	$null$	1		3	1	0	0	0	0	324	324	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
34337	336	1	0	1	336	0	1	2	0	70	$null$	0	BQ	4	1	0	0	0	0	336	336	510	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
27888	167	2	0	12	167	1	3	1	1	55	$null$	0		4	3	0	1	0	0	167	167	969	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1
31977	265	0	0	4	265	1	1	0	0	7	$null$	0	BQ	2	2	0	0	0	0	265	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
46713	237	1	0	4	237	0	1	2	0	95	$null$	0	BQ	2	1	0	0	0	0	237	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
47968	196	1	0	11	196	0	1	0	0	54	$null$	0		5	6	0	0	0	0	196	196	2944	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0
11913	241	0	0	9	241	0	2	0	0	45	$null$	0		4	1	0	1	0	0	241	241	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
53955	276	0	0	12	276	0	1	0	0	17	$null$	1	AX	1	1	0	0	0	0	276	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
40784	279	0	0	4	279	0	2	3	0	48	$null$	0		3	1	0	1	0	0	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
24138	345	1	0	9	345	0	3	1	1	42	$null$	0		2	1	0	1	0	0	345	345	257	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
43590	210	0	0	9	210	0	3	3	0	30	30	0		5	6	0	1	0	0	210	210	2131	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0
29386	348	0	0	9	348	0	1	2	0	45	$null$	0		1	1	0	0	0	0	348	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
36737	327	1	0	9	327	0	1	2	0	60	$null$	0		2	1	0	0	0	1	327	327	402	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21845	200	1	0	9	200	0	1	2	0	34	$null$	0		2	1	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
5327	127	0	0	2	127	0	1	0	0	81	$null$	0	AB	1	1	0	0	0	1	127	127	43	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
14229	255	0	0	9	255	0	3	1	1	99	$null$	0		5	8	0	1	0	0	255	255	4723	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
39386	129	2	0	12	129	0	3	0	0	53	$null$	0	AQ	2	1	0	0	0	1	129	129	132	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
16700	218	0	0	12	218	0	1	0	0	72	$null$	1		4	4	0	0	0	0	218	218	1487	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0
37959	160	2	0	0	160	1	1	2	0	36	$null$	0	BQ	3	1	0	0	0	0	160	160	760	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1
15947	295	1	0	12	295	1	1	2	0	47	47	0	BL	3	2	0	0	0	1	295	295	1249	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
20961	352	0	0	12	352	0	1	0	0	10	$null$	0		5	2	0	0	0	0	352	352	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
24640	230	0	0	9	230	1	1	0	0	32	$null$	0	BR	5	4	0	0	0	0	230	230	1708	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
21836	342	1	0	9	342	0	2	2	0	46	$null$	1		1	2	0	1	0	1	342	342	876	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
45490	227	1	0	4	227	0	1	3	0	66	$null$	0	CA	2	1	0	0	0	1	227	227	692	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
58285	149	0	0	9	149	1	2	3	0	50	$null$	1		1	3	0	1	0	0	149	149	966	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0
41153	300	0	0	12	300	1	1	0	0	35	$null$	0		4	1	0	0	0	0	300	300	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
40516	275	1	0	12	275	0	1	3	0	4	$null$	0	CA	2	1	0	0	0	1	275	275	922	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
25723	161	0	0	12	161	0	1	1	1	47	$null$	0		3	1	0	0	0	0	161	161	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
41624	252	0	0	2	252	0	1	3	0	16	$null$	0	BR	3	2	0	0	0	0	252	252	975	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
4125	218	0	0	12	218	0	3	1	1	25	$null$	0		5	10	0	1	0	0	218	218	1171	0	0	0	6	0	0	0	4	0	0	0	0	0	0	0
42457	198	1	0	4	198	0	1	0	0	36	$null$	0		2	2	0	0	0	1	198	198	493	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1
28272	238	0	0	4	238	0	2	1	1	44	$null$	0		3	1	0	1	0	0	238	238	926	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
53860	352	1	0	8	352	0	3	0	0	26	$null$	0		2	1	0	1	0	1	352	352	110	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
55995	269	0	0	8	269	0	1	0	0	26	$null$	0	BO	2	1	0	0	0	1	269	269	475	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
380	342	0	0	11	342	0	1	0	0	12	$null$	0	AK	3	1	0	0	0	0	342	342	902	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
37178	255	1	0	9	255	0	1	1	1	45	$null$	0	BQ	4	1	0	0	0	0	255	255	438	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
37405	264	0	0	11	264	1	1	3	0	59	$null$	0	BQ	1	1	0	0	0	0	264	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
34188	347	0	0	8	347	0	1	2	0	33	33	0		2	1	0	0	0	1	347	347	375	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
20317	176	2	0	11	176	0	1	0	0	95	$null$	0	BQ	2	2	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
11841	110	1	1	12	110	0	1	2	0	30	$null$	1		4	2	0	0	0	0	110	110	931	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1
65074	293	1	0	9	293	0	2	0	0	44	$null$	0		4	1	0	1	0	0	293	293	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
42957	101	1	0	0	101	0	1	1	1	82	$null$	0		1	1	0	0	0	0	101	101	94	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
45403	421	0	0	4	421	0	1	3	0	64	$null$	0		1	1	0	0	0	0	421	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
51189	174	0	0	4	174	0	1	2	0	81	$null$	0		2	2	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
17736	239	1	0	5	239	0	3	1	1	31	$null$	0		3	1	0	1	0	0	239	239	808	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
42194	153	0	0	4	153	0	3	0	0	90	$null$	0		5	4	0	1	0	0	153	153	869	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0
14244	338	0	0	5	338	0	1	1	1	35	$null$	0		4	1	0	0	0	0	338	338	682	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
61325	169	2	0	9	169	0	2	1	1	44	$null$	0		1	1	0	1	0	0	169	169	357	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
36934	308	0	0	9	308	0	2	0	0	41	$null$	0		2	2	0	1	0	1	308	308	475	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
41386	225	1	0	4	225	0	1	2	0	33	$null$	0	BT	2	1	0	0	0	1	225	225	546	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
9939	290	0	0	12	290	0	1	3	0	55	$null$	0		4	2	0	0	0	0	290	290	218	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
2552	315	0	0	6	315	0	1	2	0	86	88	0		3	2	0	0	0	1	315	315	567	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
54374	320	0	0	4	320	0	2	0	0	41	40	1		1	2	0	1	0	0	320	320	992	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
40780	204	1	0	4	204	0	1	0	0	91	$null$	1	AR	1	1	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
64165	363	1	0	12	363	0	1	0	0	71	$null$	0		3	1	0	0	0	0	363	363	555	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
34981	197	0	0	11	197	0	2	2	0	41	$null$	0		5	2	0	1	0	0	197	197	991	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
5335	319	0	0	11	319	1	3	1	1	73	$null$	0		5	6	0	1	0	0	319	319	2924	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1
12448	363	0	0	12	363	1	2	2	0	44	$null$	0		4	4	0	1	0	0	363	363	1342	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
47554	349	1	0	1	349	0	1	3	0	9	$null$	0		2	2	0	0	0	0	349	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
58767	353	0	0	12	353	0	3	0	0	4	$null$	0	AQ	2	1	0	0	0	1	353	353	813	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
19605	280	0	0	12	280	0	1	3	0	28	$null$	0	BQ	2	1	0	0	0	1	280	280	206	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
3907	334	2	0	12	334	0	2	2	0	44	$null$	1		1	2	0	1	0	0	334	334	792	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
6066	123	1	0	4	123	0	2	0	0	41	$null$	0		3	2	0	1	0	0	123	123	980	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
8779	144	1	0	9	144	0	1	3	0	63	$null$	0		4	4	0	0	0	0	144	144	621	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
48913	108	1	0	11	108	0	3	1	1	73	$null$	0		3	3	0	1	0	0	108	108	331	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1
50308	209	1	0	5	209	0	3	0	0	23	12	0		4	1	1	1	0	0	209	209	838	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
39389	323	0	0	12	323	0	3	1	1	41	$null$	0		1	1	0	1	0	0	323	323	243	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
49004	271	2	0	0	271	0	1	0	0	38	$null$	0	AB	3	1	0	0	0	0	271	271	836	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
22735	351	1	0	11	351	0	3	1	1	77	$null$	0		4	2	0	1	0	0	351	351	1066	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1
6955	330	0	0	8	330	0	1	0	0	46	$null$	1	CA	4	3	0	0	0	0	330	330	1487	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0
25972	260	1	0	8	260	0	1	1	1	86	$null$	0	BR	2	2	0	0	0	0	260	260	649	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
58106	123	1	0	12	123	0	2	3	0	50	$null$	1	AB	1	3	0	1	0	0	123	123	843	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0
17826	265	0	0	4	265	1	3	2	0	14	$null$	0		5	3	0	1	0	0	265	265	1433	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
43424	219	0	0	4	219	0	1	0	0	53	$null$	0		4	1	0	0	0	0	219	219	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
64900	352	1	0	4	352	0	1	0	0	49	$null$	0		4	1	0	0	0	0	352	352	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
10974	186	0	0	12	186	0	3	1	1	21	$null$	0		4	4	0	1	0	0	186	186	430	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1
40365	362	0	0	4	362	0	1	2	0	79	$null$	0		4	3	0	0	0	0	362	362	945	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
11865	91	2	0	5	91	0	1	0	0	14	$null$	0	BQ	2	1	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
846	135	1	0	4	135	1	1	2	0	55	$null$	0	BQ	1	1	0	0	0	1	135	135	195	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
51333	100	1	0	7	100	0	1	2	0	36	$null$	0		2	1	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
8554	329	0	0	0	329	1	2	1	1	44	$null$	0		5	9	0	1	0	0	329	329	2512	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0
58832	144	0	0	12	144	0	3	3	0	10	$null$	0		3	1	0	1	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
61937	165	1	0	11	165	0	1	0	0	22	$null$	1	AH	1	1	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
45458	332	0	0	12	332	0	1	2	0	97	$null$	0		3	1	0	0	0	0	332	332	591	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
17529	242	0	0	4	242	0	1	0	0	85	$null$	0		3	2	0	0	0	0	242	242	908	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
37966	323	0	0	5	323	1	3	1	1	22	$null$	0		3	2	0	1	0	0	323	323	824	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1
61657	309	0	0	12	309	0	1	2	0	58	$null$	0		3	1	0	0	0	0	309	309	223	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
61409	175	0	0	4	175	0	3	2	0	96	$null$	0		3	4	0	1	0	0	175	175	994	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
26261	230	1	0	3	230	0	3	0	0	14	$null$	0		5	2	0	1	0	0	230	230	4	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
5825	119	1	0	6	119	0	1	2	0	12	$null$	0	BQ	2	1	0	0	0	1	119	119	598	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
48305	364	1	0	12	364	0	2	0	0	41	$null$	1		1	2	0	1	0	0	364	364	1596	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
36856	170	0	0	9	170	0	1	0	0	22	$null$	0	BQ	2	1	0	0	0	1	170	170	1105	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
48440	342	0	0	8	342	0	1	0	0	23	$null$	0	CA	4	2	0	0	0	0	342	342	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
12036	162	1	0	1	162	0	3	1	1	47	$null$	0		4	3	0	1	0	0	162	162	1165	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1
59668	338	0	0	11	338	1	3	3	0	4	$null$	0		2	1	0	1	0	0	338	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
7096	356	1	0	4	356	0	2	1	1	41	$null$	0		3	3	0	1	0	0	356	356	928	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
54681	258	2	0	12	258	0	1	0	0	96	$null$	0	AE	4	1	0	0	0	0	258	258	718	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21727	135	0	0	9	135	0	1	0	0	53	$null$	0		4	2	0	0	0	0	135	135	140	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1
52848	352	1	0	12	352	0	1	0	0	85	$null$	0		4	1	0	0	0	0	352	352	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
59467	108	0	0	9	108	0	1	0	0	59	$null$	0		4	3	0	0	0	0	108	108	749	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
52246	141	0	0	12	141	1	1	2	0	85	$null$	0		4	1	0	0	0	0	141	141	791	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
13656	324	0	0	12	324	0	1	1	1	81	$null$	0		4	1	0	0	0	0	324	324	169	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
39382	355	1	0	1	355	0	3	1	1	47	$null$	0		4	4	0	1	0	0	355	355	1036	0	0	0	2	0	0	0	0	0	1	0	0	0	1	1
6388	350	0	0	12	350	0	1	3	0	47	$null$	0		4	3	0	0	0	0	350	350	606	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0
48674	306	1	0	12	306	1	1	0	0	30	29	0		3	2	0	0	0	0	306	306	304	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0
14445	233	0	0	12	233	0	3	0	0	65	$null$	0		5	1	0	1	0	0	233	233	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
1648	99	0	0	4	99	0	3	3	0	8	$null$	0		4	2	0	1	0	0	99	99	633	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
60146	139	1	0	9	139	0	2	2	0	41	$null$	1	AB	4	2	0	1	0	0	139	139	1382	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
43252	234	0	0	11	234	0	1	3	0	40	$null$	0		2	1	0	0	0	0	234	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
56856	322	0	0	12	322	1	1	0	0	72	$null$	0	CA	2	1	0	0	0	1	322	322	652	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
40674	139	2	0	11	139	0	1	2	0	39	$null$	0	BQ	1	1	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
59605	305	1	0	9	305	0	3	0	0	39	$null$	0		3	1	0	1	0	1	305	305	347	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
43428	304	2	0	12	304	0	1	3	0	80	$null$	0	AB	5	1	0	0	0	0	304	304	873	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
14373	312	0	0	9	312	0	3	0	0	65	$null$	0		4	1	0	1	0	0	312	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
25985	251	1	0	2	251	1	1	0	0	69	$null$	0	BQ	5	6	0	0	0	0	251	251	2913	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0
23909	318	0	0	9	318	1	2	2	0	41	$null$	0		3	4	0	1	0	0	318	318	974	0	0	0	2	1	0	0	0	0	0	1	0	0	0	1
32186	356	1	0	12	356	0	1	0	0	24	$null$	0		4	2	0	0	0	0	356	356	977	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
52069	160	0	0	4	160	0	1	3	0	82	$null$	1		3	2	0	0	0	0	160	160	1308	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
48903	244	0	0	8	244	0	2	0	0	52	$null$	1		1	3	0	1	0	0	244	244	924	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
38187	181	1	0	4	181	0	1	2	0	53	$null$	0		4	1	0	0	0	0	181	181	919	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
15553	283	0	0	3	283	0	1	0	0	91	91	0		3	1	0	0	0	0	283	283	626	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
35416	336	1	0	12	336	0	1	3	0	56	$null$	0		1	1	0	0	0	0	336	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
65562	219	0	0	12	219	0	2	2	0	50	$null$	0		3	1	0	1	0	0	219	219	361	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
45230	254	1	0	10	254	0	3	2	0	23	$null$	0		4	2	0	1	0	0	254	254	1362	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
62714	134	0	0	9	134	0	1	1	1	26	$null$	0		4	1	0	0	0	0	134	134	226	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
39378	182	0	0	12	182	1	1	0	0	38	$null$	0	BQ	5	8	0	0	0	0	182	182	2610	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0
17661	274	0	0	8	274	0	2	0	0	55	$null$	1		4	7	0	1	0	0	274	274	2444	0	0	0	5	0	2	0	0	0	0	0	0	0	0	1
45782	189	1	0	8	189	0	3	0	0	25	$null$	0		3	3	0	1	0	1	189	189	681	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
30670	118	0	0	9	118	0	3	1	1	70	$null$	0	BD	2	1	0	1	0	0	118	118	605	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
30819	356	2	0	12	356	1	1	0	0	20	22	0	BQ	3	2	0	0	0	0	356	356	605	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
39759	94	0	0	9	94	0	3	1	1	12	$null$	0		3	1	0	1	0	0	94	94	465	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
63666	135	0	0	12	135	0	3	1	1	24	$null$	0		3	2	0	1	0	0	135	135	1529	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0
31748	248	0	0	8	248	1	3	1	1	41	$null$	0		4	2	0	1	0	0	248	248	1481	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
35465	347	1	0	12	347	0	1	0	0	32	$null$	0		5	1	0	0	0	0	347	347	118	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
41395	211	2	0	12	211	0	2	0	0	52	$null$	0		4	2	0	1	0	0	211	211	1264	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
46044	335	2	0	8	335	0	1	0	0	58	$null$	0		4	1	0	0	0	0	335	335	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
48425	302	2	0	12	302	0	1	2	0	33	33	0		5	1	0	0	0	0	302	302	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
21047	293	0	0	12	293	0	1	0	0	26	$null$	0		4	1	0	0	0	0	293	293	916	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
29914	203	1	0	4	203	0	1	0	0	94	$null$	0	AB	3	1	0	0	0	0	203	203	803	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
53931	96	1	0	9	96	0	2	0	0	48	$null$	1		1	1	0	1	0	1	96	96	414	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
54482	111	0	0	2	111	0	1	0	0	29	$null$	0	BQ	1	1	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
9093	337	2	0	2	337	0	3	2	0	53	$null$	0		2	3	0	1	0	1	337	337	129	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
45895	99	1	0	12	99	0	1	3	0	60	$null$	0	BQ	2	1	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
65261	311	0	0	4	311	1	3	2	0	82	$null$	0	AQ	4	2	0	0	0	0	311	311	1428	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
22039	231	0	0	4	231	0	3	0	0	47	$null$	0		4	3	0	1	0	0	231	231	894	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
8013	258	0	0	12	258	0	1	0	0	70	$null$	0		2	1	0	0	0	1	258	258	259	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
